experiment,experiment_id,condition,condition_id,item_id,text,question,response_true,response_distractors,word_nr
local_coherence,1,and_no_comma,1,1,The,Did the witness run away from the police station?,No,Yes,0
local_coherence,1,and_no_comma,1,1,witness,Did the witness run away from the police station?,No,Yes,1
local_coherence,1,and_no_comma,1,1,identified,Did the witness run away from the police station?,No,Yes,2
local_coherence,1,and_no_comma,1,1,the,Did the witness run away from the police station?,No,Yes,3
local_coherence,1,and_no_comma,1,1,man,Did the witness run away from the police station?,No,Yes,4
local_coherence,1,and_no_comma,1,1,and,Did the witness run away from the police station?,No,Yes,5
local_coherence,1,and_no_comma,1,1,his,Did the witness run away from the police station?,No,Yes,6
local_coherence,1,and_no_comma,1,1,wife,Did the witness run away from the police station?,No,Yes,7
local_coherence,1,and_no_comma,1,1,ran,Did the witness run away from the police station?,No,Yes,8
local_coherence,1,and_no_comma,1,1,away,Did the witness run away from the police station?,No,Yes,9
local_coherence,1,and_no_comma,1,1,from,Did the witness run away from the police station?,No,Yes,10
local_coherence,1,and_no_comma,1,1,the,Did the witness run away from the police station?,No,Yes,11
local_coherence,1,and_no_comma,1,1,police,Did the witness run away from the police station?,No,Yes,12
local_coherence,1,and_no_comma,1,1,station.,Did the witness run away from the police station?,No,Yes,13
local_coherence,1,and_no_comma,1,2,Jenny,Did Jenny talk to the photographer?,No,Yes,0
local_coherence,1,and_no_comma,1,2,talked,Did Jenny talk to the photographer?,No,Yes,1
local_coherence,1,and_no_comma,1,2,to,Did Jenny talk to the photographer?,No,Yes,2
local_coherence,1,and_no_comma,1,2,the,Did Jenny talk to the photographer?,No,Yes,3
local_coherence,1,and_no_comma,1,2,reporter,Did Jenny talk to the photographer?,No,Yes,4
local_coherence,1,and_no_comma,1,2,and,Did Jenny talk to the photographer?,No,Yes,5
local_coherence,1,and_no_comma,1,2,the,Did Jenny talk to the photographer?,No,Yes,6
local_coherence,1,and_no_comma,1,2,photographer,Did Jenny talk to the photographer?,No,Yes,7
local_coherence,1,and_no_comma,1,2,took,Did Jenny talk to the photographer?,No,Yes,8
local_coherence,1,and_no_comma,1,2,pictures,Did Jenny talk to the photographer?,No,Yes,9
local_coherence,1,and_no_comma,1,2,of,Did Jenny talk to the photographer?,No,Yes,10
local_coherence,1,and_no_comma,1,2,the,Did Jenny talk to the photographer?,No,Yes,11
local_coherence,1,and_no_comma,1,2,scene.,Did Jenny talk to the photographer?,No,Yes,12
local_coherence,1,and_no_comma,1,3,The,Did the robber shoot the jeweler?,Yes,No,0
local_coherence,1,and_no_comma,1,3,robber,Did the robber shoot the jeweler?,Yes,No,1
local_coherence,1,and_no_comma,1,3,shot,Did the robber shoot the jeweler?,Yes,No,2
local_coherence,1,and_no_comma,1,3,the,Did the robber shoot the jeweler?,Yes,No,3
local_coherence,1,and_no_comma,1,3,jeweler,Did the robber shoot the jeweler?,Yes,No,4
local_coherence,1,and_no_comma,1,3,and,Did the robber shoot the jeweler?,Yes,No,5
local_coherence,1,and_no_comma,1,3,the,Did the robber shoot the jeweler?,Yes,No,6
local_coherence,1,and_no_comma,1,3,salesman,Did the robber shoot the jeweler?,Yes,No,7
local_coherence,1,and_no_comma,1,3,reported,Did the robber shoot the jeweler?,Yes,No,8
local_coherence,1,and_no_comma,1,3,the,Did the robber shoot the jeweler?,Yes,No,9
local_coherence,1,and_no_comma,1,3,crime,Did the robber shoot the jeweler?,Yes,No,10
local_coherence,1,and_no_comma,1,3,to,Did the robber shoot the jeweler?,Yes,No,11
local_coherence,1,and_no_comma,1,3,the,Did the robber shoot the jeweler?,Yes,No,12
local_coherence,1,and_no_comma,1,3,police.,Did the robber shoot the jeweler?,Yes,No,13
local_coherence,1,and_no_comma,1,4,The,Did Sam call the newspaper?,Yes,No,0
local_coherence,1,and_no_comma,1,4,journalist,Did Sam call the newspaper?,Yes,No,1
local_coherence,1,and_no_comma,1,4,criticized,Did Sam call the newspaper?,Yes,No,2
local_coherence,1,and_no_comma,1,4,Nick,Did Sam call the newspaper?,Yes,No,3
local_coherence,1,and_no_comma,1,4,and,Did Sam call the newspaper?,Yes,No,4
local_coherence,1,and_no_comma,1,4,Sam,Did Sam call the newspaper?,Yes,No,5
local_coherence,1,and_no_comma,1,4,called,Did Sam call the newspaper?,Yes,No,6
local_coherence,1,and_no_comma,1,4,the,Did Sam call the newspaper?,Yes,No,7
local_coherence,1,and_no_comma,1,4,newspaper,Did Sam call the newspaper?,Yes,No,8
local_coherence,1,and_no_comma,1,4,to,Did Sam call the newspaper?,Yes,No,9
local_coherence,1,and_no_comma,1,4,complain.,Did Sam call the newspaper?,Yes,No,10
local_coherence,1,and_no_comma,1,5,Sam,Did the carpenter order materials?,Yes,No,0
local_coherence,1,and_no_comma,1,5,hired,Did the carpenter order materials?,Yes,No,1
local_coherence,1,and_no_comma,1,5,the,Did the carpenter order materials?,Yes,No,2
local_coherence,1,and_no_comma,1,5,plumber,Did the carpenter order materials?,Yes,No,3
local_coherence,1,and_no_comma,1,5,and,Did the carpenter order materials?,Yes,No,4
local_coherence,1,and_no_comma,1,5,the,Did the carpenter order materials?,Yes,No,5
local_coherence,1,and_no_comma,1,5,carpenter,Did the carpenter order materials?,Yes,No,6
local_coherence,1,and_no_comma,1,5,ordered,Did the carpenter order materials?,Yes,No,7
local_coherence,1,and_no_comma,1,5,the,Did the carpenter order materials?,Yes,No,8
local_coherence,1,and_no_comma,1,5,materials,Did the carpenter order materials?,Yes,No,9
local_coherence,1,and_no_comma,1,5,for,Did the carpenter order materials?,Yes,No,10
local_coherence,1,and_no_comma,1,5,the,Did the carpenter order materials?,Yes,No,11
local_coherence,1,and_no_comma,1,5,house.,Did the carpenter order materials?,Yes,No,12
local_coherence,1,and_no_comma,1,6,The,Was the burglar arrested?,Yes,No,0
local_coherence,1,and_no_comma,1,6,police,Was the burglar arrested?,Yes,No,1
local_coherence,1,and_no_comma,1,6,arrested,Was the burglar arrested?,Yes,No,2
local_coherence,1,and_no_comma,1,6,the,Was the burglar arrested?,Yes,No,3
local_coherence,1,and_no_comma,1,6,burglar,Was the burglar arrested?,Yes,No,4
local_coherence,1,and_no_comma,1,6,and,Was the burglar arrested?,Yes,No,5
local_coherence,1,and_no_comma,1,6,his,Was the burglar arrested?,Yes,No,6
local_coherence,1,and_no_comma,1,6,brother,Was the burglar arrested?,Yes,No,7
local_coherence,1,and_no_comma,1,6,phoned,Was the burglar arrested?,Yes,No,8
local_coherence,1,and_no_comma,1,6,a,Was the burglar arrested?,Yes,No,9
local_coherence,1,and_no_comma,1,6,lawyer,Was the burglar arrested?,Yes,No,10
local_coherence,1,and_no_comma,1,6,for,Was the burglar arrested?,Yes,No,11
local_coherence,1,and_no_comma,1,6,help.,Was the burglar arrested?,Yes,No,12
local_coherence,1,and_no_comma,1,7,The,Did the king wave to people at the feast?,No,Yes,0
local_coherence,1,and_no_comma,1,7,knight,Did the king wave to people at the feast?,No,Yes,1
local_coherence,1,and_no_comma,1,7,greeted,Did the king wave to people at the feast?,No,Yes,2
local_coherence,1,and_no_comma,1,7,the,Did the king wave to people at the feast?,No,Yes,3
local_coherence,1,and_no_comma,1,7,king,Did the king wave to people at the feast?,No,Yes,4
local_coherence,1,and_no_comma,1,7,and,Did the king wave to people at the feast?,No,Yes,5
local_coherence,1,and_no_comma,1,7,the,Did the king wave to people at the feast?,No,Yes,6
local_coherence,1,and_no_comma,1,7,queen,Did the king wave to people at the feast?,No,Yes,7
local_coherence,1,and_no_comma,1,7,waved,Did the king wave to people at the feast?,No,Yes,8
local_coherence,1,and_no_comma,1,7,to,Did the king wave to people at the feast?,No,Yes,9
local_coherence,1,and_no_comma,1,7,her,Did the king wave to people at the feast?,No,Yes,10
local_coherence,1,and_no_comma,1,7,people,Did the king wave to people at the feast?,No,Yes,11
local_coherence,1,and_no_comma,1,7,at,Did the king wave to people at the feast?,No,Yes,12
local_coherence,1,and_no_comma,1,7,the,Did the king wave to people at the feast?,No,Yes,13
local_coherence,1,and_no_comma,1,7,feast.,Did the king wave to people at the feast?,No,Yes,14
local_coherence,1,and_no_comma,1,8,The,Did the customer get a free dessert?,Yes,No,0
local_coherence,1,and_no_comma,1,8,customer,Did the customer get a free dessert?,Yes,No,1
local_coherence,1,and_no_comma,1,8,complained,Did the customer get a free dessert?,Yes,No,2
local_coherence,1,and_no_comma,1,8,about,Did the customer get a free dessert?,Yes,No,3
local_coherence,1,and_no_comma,1,8,the,Did the customer get a free dessert?,Yes,No,4
local_coherence,1,and_no_comma,1,8,waiter,Did the customer get a free dessert?,Yes,No,5
local_coherence,1,and_no_comma,1,8,and,Did the customer get a free dessert?,Yes,No,6
local_coherence,1,and_no_comma,1,8,the,Did the customer get a free dessert?,Yes,No,7
local_coherence,1,and_no_comma,1,8,chef,Did the customer get a free dessert?,Yes,No,8
local_coherence,1,and_no_comma,1,8,gave,Did the customer get a free dessert?,Yes,No,9
local_coherence,1,and_no_comma,1,8,him,Did the customer get a free dessert?,Yes,No,10
local_coherence,1,and_no_comma,1,8,a,Did the customer get a free dessert?,Yes,No,11
local_coherence,1,and_no_comma,1,8,free,Did the customer get a free dessert?,Yes,No,12
local_coherence,1,and_no_comma,1,8,dessert.,Did the customer get a free dessert?,Yes,No,13
local_coherence,1,and_comma,2,9,The,Did the designer take a bow?,Yes,No,0
local_coherence,1,and_comma,2,9,crowd,Did the designer take a bow?,Yes,No,1
local_coherence,1,and_comma,2,9,cheered,Did the designer take a bow?,Yes,No,2
local_coherence,1,and_comma,2,9,for,Did the designer take a bow?,Yes,No,3
